Date,Open,High,Low,Close,Volume
07/20/2020,96.42,98.5,96.06,98.36,"90,317,920"
07/21/2020,99.17,99.25,96.74,97.0,"103,645,844"
07/22/2020,96.69,97.98,96.6,97.27,"89,001,640"
07/23/2020,97.0,97.08,92.01,92.85,"197,004,452"
07/24/2020,90.99,92.97,89.15,92.62,"185,438,876"
07/27/2020,93.71,94.91,93.48,94.81,"121,214,204"
07/28/2020,94.37,94.55,93.25,93.25,"103,625,524"
07/29/2020,93.75,95.23,93.71,95.04,"90,329,244"
07/30/2020,94.19,96.3,93.77,96.19,"158,130,048"
07/31/2020,102.88,106.42,100.83,106.26,"374,295,500"
08/03/2020,108.2,111.64,107.89,108.94,"308,151,408"
08/04/2020,109.13,110.79,108.39,109.67,"172,792,360"
08/05/2020,109.38,110.39,108.9,110.06,"121,991,960"
08/06/2020,110.41,114.41,109.8,113.9,"202,428,920"
08/07/2020,113.21,113.68,110.29,111.11,"198,045,592"
08/10/2020,112.6,113.78,110.0,112.73,"212,403,436"
08/11/2020,111.97,112.48,109.11,109.38,"187,902,376"
08/12/2020,110.5,113.28,110.3,113.01,"165,944,828"
08/13/2020,114.43,116.04,113.93,115.01,"210,082,080"
08/14/2020,114.83,115.0,113.05,114.91,"165,565,204"
08/17/2020,116.06,116.09,113.96,114.61,"119,561,436"
08/18/2020,114.35,116.0,114.01,115.56,"105,633,564"
08/19/2020,115.98,117.16,115.61,115.71,"145,538,000"
08/20/2020,115.75,118.39,115.73,118.28,"126,907,204"
08/21/2020,119.26,124.87,119.25,124.37,"338,054,656"
08/24/2020,128.7,128.79,123.94,125.86,"345,937,752"
08/25/2020,124.7,125.18,123.05,124.83,"211,495,812"
08/26/2020,126.18,126.99,125.08,126.52,"163,022,264"
08/27/2020,127.14,127.49,123.83,125.01,"155,552,408"
08/28/2020,126.01,126.44,124.58,124.81,"187,629,920"
08/31/2020,127.58,131.0,126.0,129.04,"225,702,703"
09/01/2020,132.76,134.8,130.53,134.18,"152,470,094"
09/02/2020,137.59,137.98,127.0,131.4,"200,119,016"
09/03/2020,126.91,128.84,120.5,120.88,"257,599,594"
09/04/2020,120.07,123.7,110.89,120.96,"332,607,188"
09/08/2020,113.95,118.99,112.68,112.82,"231,366,594"
09/09/2020,117.26,119.14,115.26,117.32,"176,940,500"
09/10/2020,120.36,120.5,112.5,113.49,"182,274,406"
09/11/2020,114.57,115.23,110.0,112.0,"180,860,297"
09/14/2020,114.72,115.93,112.8,115.36,"140,150,094"
09/15/2020,118.33,118.83,113.61,115.54,"184,642,000"
09/16/2020,115.23,116.0,112.04,112.13,"155,026,703"
09/17/2020,109.72,112.2,108.71,110.34,"178,011,016"
09/18/2020,110.4,110.88,106.09,106.84,"287,104,906"
09/21/2020,104.54,110.19,103.1,110.08,"195,713,797"
09/22/2020,112.68,112.86,109.16,111.81,"183,055,391"
09/23/2020,111.62,112.11,106.77,107.12,"150,718,703"
09/24/2020,105.17,110.25,105.0,108.22,"167,743,297"
09/25/2020,108.43,112.44,107.67,112.28,"149,981,406"
09/28/2020,115.01,115.32,112.78,114.96,"137,672,406"
09/29/2020,114.55,115.31,113.57,114.09,"100,060,492"
09/30/2020,113.79,117.26,113.62,115.81,"142,675,203"
10/01/2020,117.64,117.72,115.83,116.79,"116,120,398"
10/02/2020,112.89,115.37,112.22,113.02,"144,712,000"
10/05/2020,113.91,116.65,113.55,116.5,"106,243,797"
10/06/2020,115.7,116.12,112.25,113.16,"161,498,203"
10/07/2020,114.62,115.55,114.13,115.08,"96,848,992"
10/08/2020,116.25,116.4,114.59,114.97,"83,477,148"
10/09/2020,115.28,117.0,114.92,116.97,"100,506,898"
10/12/2020,120.06,125.18,119.28,124.4,"240,226,797"
10/13/2020,125.27,125.39,119.65,121.1,"262,330,500"
10/14/2020,121.0,123.03,119.62,121.19,"151,062,297"
10/15/2020,118.72,121.2,118.15,120.71,"112,559,203"
10/16/2020,121.28,121.55,118.81,119.02,"115,393,797"
10/19/2020,119.96,120.42,115.66,115.98,"120,639,297"
10/20/2020,116.2,118.98,115.63,117.51,"124,423,695"
10/21/2020,116.67,118.71,116.45,116.87,"89,945,984"
10/22/2020,117.45,118.04,114.59,115.75,"101,988,000"
10/23/2020,116.39,116.55,114.28,115.04,"82,572,648"
10/26/2020,114.01,116.55,112.88,115.05,"111,850,703"
10/27/2020,115.49,117.28,114.54,116.6,"92,276,766"
10/28/2020,115.05,115.43,111.1,111.2,"143,937,797"
10/29/2020,112.37,116.93,112.2,115.32,"146,129,203"
10/30/2020,111.06,111.99,107.72,108.86,"190,573,500"
11/02/2020,109.11,110.68,107.32,108.77,"122,866,898"
11/03/2020,109.66,111.49,108.73,110.44,"107,624,398"
11/04/2020,114.14,115.59,112.35,114.95,"138,235,500"
11/05/2020,117.95,119.62,116.87,119.03,"126,387,102"
11/06/2020,118.32,119.2,116.13,118.69,"114,457,906"
11/09/2020,120.5,121.99,116.05,116.32,"154,515,297"
11/10/2020,115.55,117.59,114.13,115.97,"138,023,391"
11/11/2020,117.19,119.63,116.44,119.49,"112,295,000"
11/12/2020,119.62,120.53,118.57,119.21,"103,350,703"
11/13/2020,119.44,119.67,117.87,119.26,"81,688,594"
11/16/2020,118.92,120.99,118.15,120.3,"91,183,023"
11/17/2020,119.55,120.67,118.96,119.39,"74,270,969"
11/18/2020,118.61,119.82,118.0,118.03,"76,322,109"
11/19/2020,117.59,119.06,116.81,118.64,"74,112,969"
11/20/2020,118.64,118.77,117.29,117.34,"73,604,289"
11/23/2020,117.18,117.62,113.75,113.85,"127,959,297"
11/24/2020,113.91,115.85,112.59,115.17,"113,874,203"
11/25/2020,115.55,116.75,115.17,116.03,"76,499,234"
11/27/2020,116.57,117.49,116.22,116.59,"46,691,328"
11/30/2020,116.97,120.97,116.81,119.05,"169,410,203"
12/01/2020,121.01,123.47,120.01,122.72,"128,166,797"
12/02/2020,122.02,123.37,120.89,123.08,"89,004,203"
12/03/2020,123.52,123.78,122.21,122.94,"78,967,633"
12/04/2020,122.6,122.86,121.52,122.25,"78,260,414"
12/07/2020,122.31,124.57,122.25,123.75,"86,711,992"
12/08/2020,124.37,124.98,123.09,124.38,"82,225,516"
12/09/2020,124.53,125.95,121.0,121.78,"115,089,203"
12/10/2020,120.5,123.87,120.15,123.24,"81,312,172"
12/11/2020,122.43,122.76,120.55,122.41,"86,939,789"
12/14/2020,122.6,123.35,121.54,121.78,"79,075,992"
12/15/2020,124.34,127.9,124.13,127.88,"157,572,297"
12/16/2020,127.41,128.37,126.56,127.81,"98,208,594"
12/17/2020,128.9,129.58,128.05,128.7,"94,359,805"
12/18/2020,128.96,129.1,126.12,126.66,"192,541,500"
12/21/2020,125.02,128.31,123.45,128.23,"121,251,602"
12/22/2020,131.61,134.41,129.65,131.88,"169,351,812"
12/23/2020,132.16,132.43,130.78,130.96,"88,223,688"
12/24/2020,131.32,133.46,131.1,131.97,"54,930,059"
12/28/2020,133.99,137.34,133.51,136.69,"124,486,203"
12/29/2020,138.05,138.79,134.34,134.87,"121,047,297"
12/30/2020,135.58,135.99,133.4,133.72,"96,452,117"
12/31/2020,134.08,134.74,131.72,132.69,"99,116,594"
01/04/2021,133.52,133.61,126.76,129.41,"143,301,906"
01/05/2021,128.89,131.74,128.43,131.01,"97,664,898"
01/06/2021,127.72,131.05,126.38,126.6,"155,088,000"
01/07/2021,128.36,131.63,127.86,130.92,"109,578,203"
01/08/2021,132.43,132.63,130.23,132.05,"105,158,203"
01/11/2021,129.19,130.17,128.5,128.98,"100,620,898"
01/12/2021,128.5,129.69,126.86,128.8,"91,951,148"
01/13/2021,128.76,131.45,128.49,130.89,"88,636,828"
01/14/2021,130.8,131.0,128.76,128.91,"90,221,758"
01/15/2021,128.78,130.22,127.0,127.14,"111,598,492"
01/19/2021,127.78,128.71,126.94,127.83,"90,757,328"
01/20/2021,128.66,132.49,128.55,132.03,"104,319,508"
01/21/2021,133.8,139.67,133.59,136.87,"120,529,508"
01/22/2021,136.28,139.85,135.02,139.07,"114,459,398"
01/25/2021,143.07,145.09,136.54,142.92,"157,611,703"
01/26/2021,143.6,144.3,141.37,143.16,"98,390,562"
01/27/2021,143.43,144.3,140.41,142.06,"140,843,812"
01/28/2021,139.52,141.99,136.7,137.09,"142,621,109"
01/29/2021,135.83,136.74,130.21,131.96,"177,523,812"
02/01/2021,133.75,135.38,130.93,134.14,"106,239,797"
02/02/2021,135.73,136.31,134.61,134.99,"83,305,367"
02/03/2021,135.76,135.77,133.61,133.94,"89,880,945"
02/04/2021,136.3,137.4,134.59,137.39,"84,183,055"
02/05/2021,137.35,137.42,135.86,136.76,"75,693,828"
02/08/2021,136.03,136.96,134.92,136.91,"71,297,211"
02/09/2021,136.62,137.88,135.85,136.01,"76,774,211"
02/10/2021,136.48,136.99,134.4,135.39,"73,046,562"
02/11/2021,135.9,136.39,133.77,135.13,"64,280,031"
02/12/2021,134.35,135.53,133.69,135.37,"60,145,129"
02/16/2021,135.49,136.01,132.79,133.19,"80,576,320"
02/17/2021,131.25,132.22,129.47,130.84,"98,085,250"
02/18/2021,129.2,130.0,127.41,129.71,"96,856,750"
02/19/2021,130.24,130.71,128.8,129.87,"87,668,828"
02/22/2021,128.01,129.72,125.6,126.0,"103,916,398"
02/23/2021,123.76,126.71,118.39,125.86,"158,272,984"
02/24/2021,124.94,125.56,122.23,125.35,"111,039,906"
02/25/2021,124.68,126.46,120.54,120.99,"148,199,500"
02/26/2021,122.59,124.85,121.2,121.26,"164,560,406"
03/01/2021,123.75,127.93,122.79,127.79,"116,307,906"
03/02/2021,128.41,128.72,125.01,125.12,"102,260,898"
03/03/2021,124.81,125.71,121.84,122.06,"112,966,305"
03/04/2021,121.75,123.6,118.62,120.13,"178,155,016"
03/05/2021,120.98,121.94,117.57,121.42,"153,766,594"
03/08/2021,120.93,121.0,116.21,116.36,"154,376,609"
03/09/2021,119.03,122.06,118.79,121.09,"129,525,797"
03/10/2021,121.69,122.17,119.45,119.98,"111,943,297"
03/11/2021,122.54,123.21,121.26,121.96,"103,026,492"
03/12/2021,120.4,121.17,119.16,121.03,"88,105,047"
03/15/2021,121.41,124.0,120.42,123.99,"92,590,562"
03/16/2021,125.7,127.22,124.72,125.57,"115,227,906"
03/17/2021,124.05,125.86,122.34,124.76,"111,932,602"
03/18/2021,122.88,123.18,120.32,120.53,"121,469,797"
03/19/2021,119.9,121.43,119.68,119.99,"185,549,500"
03/22/2021,120.33,123.87,120.26,123.39,"111,912,305"
03/23/2021,123.33,124.24,122.14,122.54,"95,467,133"
03/24/2021,122.82,122.9,120.07,120.09,"88,530,484"
03/25/2021,119.54,121.66,119.0,120.59,"98,844,680"
03/26/2021,120.35,121.48,118.92,121.21,"94,071,234"
03/29/2021,121.65,122.58,120.73,121.39,"80,819,203"
03/30/2021,120.11,120.4,118.86,119.9,"85,671,922"
03/31/2021,121.65,123.52,121.15,122.15,"118,323,797"
04/01/2021,123.66,124.18,122.49,123.0,"75,089,125"
04/05/2021,123.87,126.16,123.07,125.9,"88,651,188"
04/06/2021,126.5,127.13,125.65,126.21,"80,171,250"
04/07/2021,125.83,127.92,125.14,127.9,"83,466,719"
04/08/2021,128.95,130.39,128.52,130.36,"88,844,594"
04/09/2021,129.8,133.04,129.47,133.0,"106,686,703"
04/12/2021,132.52,132.85,130.63,131.24,"91,419,984"
04/13/2021,132.44,134.66,131.93,134.43,"91,266,555"
04/14/2021,134.94,135.0,131.66,132.03,"87,222,781"
04/15/2021,133.82,135.0,133.64,134.5,"89,347,102"
04/16/2021,134.3,134.67,133.28,134.16,"84,922,391"
04/19/2021,133.51,135.47,133.34,134.84,"94,264,227"
04/20/2021,135.02,135.53,131.81,133.11,"94,812,352"
04/21/2021,132.36,133.75,131.3,133.5,"68,847,133"
04/22/2021,133.04,134.15,131.41,131.94,"84,566,461"
04/23/2021,132.16,135.12,132.16,134.32,"78,756,781"
04/26/2021,134.83,135.06,133.56,134.72,"66,905,070"
04/27/2021,135.01,135.41,134.11,134.39,"66,015,797"
04/28/2021,134.31,135.02,133.08,133.58,"107,760,094"
04/29/2021,136.47,137.07,132.45,133.48,"151,100,984"
04/30/2021,131.78,133.56,131.07,131.46,"109,839,508"
05/03/2021,132.04,134.07,131.83,132.54,"75,135,102"
05/04/2021,131.19,131.49,126.7,127.85,"137,564,703"
05/05/2021,129.2,130.45,127.97,128.1,"84,000,898"
05/06/2021,127.89,129.75,127.13,129.74,"78,128,328"
05/07/2021,130.85,131.26,129.48,130.21,"78,973,273"
05/10/2021,129.41,129.54,126.81,126.85,"88,071,234"
05/11/2021,123.5,126.27,122.77,125.91,"126,142,797"
05/12/2021,123.4,124.64,122.25,122.77,"112,172,305"
05/13/2021,124.58,126.15,124.26,124.97,"105,861,297"
05/14/2021,126.25,127.89,125.85,127.45,"81,917,953"
05/17/2021,126.82,126.93,125.17,126.27,"74,116,555"
05/18/2021,126.56,126.99,124.78,124.85,"63,342,930"
05/19/2021,123.16,124.92,122.86,124.69,"92,611,992"
05/20/2021,125.23,127.72,125.1,127.31,"76,857,117"
05/21/2021,127.82,128.0,125.21,125.43,"79,295,438"
05/24/2021,126.01,127.94,125.94,127.1,"63,092,953"
05/25/2021,127.82,128.32,126.32,126.9,"72,009,477"
05/26/2021,126.96,127.39,126.42,126.85,"56,575,922"
05/27/2021,126.44,127.64,125.08,125.28,"94,625,602"
05/28/2021,125.57,125.8,124.55,124.61,"71,311,109"
06/01/2021,125.08,125.35,123.94,124.28,"67,637,117"
06/02/2021,124.28,125.24,124.05,125.06,"59,278,859"
06/03/2021,124.68,124.85,123.13,123.54,"76,229,172"
06/04/2021,124.07,126.16,123.85,125.89,"75,169,344"
06/07/2021,126.17,126.32,124.83,125.9,"71,057,555"
06/08/2021,126.6,128.46,126.21,126.74,"74,403,766"
06/09/2021,127.21,127.75,126.52,127.13,"56,877,941"
06/10/2021,127.02,128.19,125.94,126.11,"71,186,414"
06/11/2021,126.53,127.44,126.1,127.35,"53,522,367"
06/14/2021,127.82,130.54,127.07,130.48,"96,906,484"
06/15/2021,129.94,130.6,129.39,129.64,"62,746,328"
06/16/2021,130.37,130.89,128.46,130.15,"91,815,031"
06/17/2021,129.8,132.55,129.65,131.79,"96,721,672"
06/18/2021,130.71,131.51,130.24,130.46,"108,953,297"
06/21/2021,130.3,132.41,129.21,132.3,"79,663,320"
06/22/2021,132.13,134.08,131.62,133.98,"74,783,617"
06/23/2021,133.77,134.32,133.23,133.7,"60,214,199"
06/24/2021,134.45,134.64,132.93,133.41,"68,711,000"
06/25/2021,133.46,133.89,132.81,133.11,"70,783,750"
06/28/2021,133.41,135.25,133.35,134.78,"62,111,301"
06/29/2021,134.8,136.49,134.35,136.33,"64,556,078"
06/30/2021,136.17,137.41,135.87,136.96,"63,261,391"
07/01/2021,136.6,137.33,135.76,137.27,"52,485,781"
07/02/2021,137.9,140.0,137.75,139.96,"78,945,570"
07/06/2021,140.07,143.15,140.07,142.02,"108,181,797"
07/07/2021,143.54,144.89,142.66,144.57,"104,911,602"
07/08/2021,141.58,144.06,140.67,143.24,"105,575,508"
07/09/2021,142.75,145.65,142.65,145.11,"99,890,797"
07/12/2021,146.21,146.32,144.0,144.5,"76,299,719"
07/13/2021,144.03,147.46,143.63,145.64,"100,827,102"
07/14/2021,148.1,149.57,147.68,149.15,"127,050,797"
07/15/2021,149.24,150.0,147.09,148.48,"106,820,305"
07/16/2021,148.46,149.76,145.88,146.39,"93,251,430"
07/19/2021,143.75,144.07,141.67,142.45,"121,434,602"
07/20/2021,143.46,147.1,142.96,146.15,"96,350,039"
07/21/2021,145.53,146.13,144.63,145.4,"74,993,453"
07/22/2021,145.94,148.2,145.81,146.8,"77,338,156"
07/23/2021,147.55,148.72,146.92,148.56,"71,447,422"
07/26/2021,148.27,149.83,147.7,148.99,"72,434,086"
07/27/2021,149.12,149.21,145.55,146.77,"104,818,602"
07/28/2021,144.81,146.97,142.54,144.98,"118,931,203"
07/29/2021,144.69,146.55,144.58,145.64,"56,699,480"
07/30/2021,144.38,146.33,144.11,145.86,"70,440,633"
08/02/2021,146.36,146.95,145.25,145.52,"62,879,961"
08/03/2021,145.81,148.05,145.18,147.36,"64,786,621"
08/04/2021,147.27,147.79,146.28,146.95,"56,368,273"
08/05/2021,146.98,147.84,146.17,147.06,"46,397,672"
08/06/2021,146.35,147.11,145.63,146.14,"54,126,809"
08/09/2021,146.2,146.7,145.52,146.09,"48,908,688"
08/10/2021,146.44,147.71,145.3,145.6,"69,023,078"
08/11/2021,146.05,146.72,145.53,145.86,"48,493,461"
08/12/2021,146.19,149.05,145.84,148.89,"73,779,109"
08/13/2021,148.97,149.44,148.27,149.1,"59,375,008"
08/16/2021,148.54,151.19,146.47,151.12,"103,558,797"
08/17/2021,150.23,151.68,149.09,150.19,"92,229,742"
08/18/2021,149.8,150.72,146.15,146.36,"86,325,992"
08/19/2021,145.03,148.0,144.5,146.7,"86,960,312"
08/20/2021,147.44,148.5,146.78,148.19,"60,549,633"
08/23/2021,148.31,150.19,147.89,149.71,"60,131,809"
08/24/2021,149.45,150.86,149.15,149.62,"48,606,434"
08/25/2021,149.81,150.32,147.8,148.36,"58,991,301"
08/26/2021,148.35,149.12,147.51,147.54,"48,597,199"
08/27/2021,147.48,148.75,146.83,148.6,"55,802,391"
08/30/2021,149.0,153.49,148.61,153.12,"90,956,719"
08/31/2021,152.66,152.8,151.29,151.83,"86,453,117"
09/01/2021,152.83,154.98,152.34,152.51,"80,313,711"
09/02/2021,153.87,154.72,152.4,153.65,"71,171,320"
09/03/2021,153.76,154.63,153.09,154.3,"57,866,070"
09/07/2021,154.97,157.26,154.39,156.69,"82,278,258"
09/08/2021,156.98,157.04,153.98,155.11,"74,420,211"
09/09/2021,155.49,156.11,153.95,154.07,"57,305,727"
09/10/2021,155.0,155.48,148.7,148.97,"140,893,203"
09/13/2021,150.63,151.42,148.75,149.55,"102,404,305"
09/14/2021,150.35,151.07,146.91,148.12,"109,296,305"
09/15/2021,148.56,149.44,146.37,149.03,"83,281,320"
09/16/2021,148.44,148.97,147.22,148.79,"68,034,148"
09/17/2021,148.82,148.82,145.76,146.06,"129,868,797"
09/20/2021,143.8,144.84,141.27,142.94,"123,478,898"
09/21/2021,143.93,144.6,142.78,143.43,"75,833,961"
09/22/2021,144.45,146.43,143.7,145.85,"76,404,336"
09/23/2021,146.65,147.08,145.64,146.83,"64,838,168"
09/24/2021,145.66,147.47,145.56,146.92,"53,477,871"
09/27/2021,145.47,145.96,143.82,145.37,"74,150,727"
09/28/2021,143.25,144.75,141.69,141.91,"108,972,305"
09/29/2021,142.47,144.45,142.03,142.83,"74,602,039"
09/30/2021,143.66,144.38,141.28,141.5,"89,056,656"
10/01/2021,141.9,142.92,139.11,142.65,"94,639,586"
10/04/2021,141.76,142.21,138.27,139.14,"98,322,008"
10/05/2021,139.49,142.24,139.36,141.11,"80,861,055"
10/06/2021,139.47,142.15,138.37,142.0,"83,221,117"
10/07/2021,143.06,144.22,142.72,143.29,"61,732,660"
10/08/2021,144.03,144.18,142.56,142.9,"58,773,160"
10/11/2021,142.27,144.81,141.81,142.81,"64,452,219"
10/12/2021,143.23,143.25,141.04,141.51,"73,035,859"
